SALES_LOCATION,SKU_CODE,SKU_DESCRIPTION,CUSTOMER_CODE,ORDERNUMBER,ORDERLINENUMBER,SHIPMENTDATE,SHIPPEDQUANTITY,SHIPPEDVALUE,Invoice Number
CHR1,4448990873,Blueberry sorbet 500ml,WA,59008,18,8/5/2022,19,$32.11 ,WA5900844778
CHR1,8979136562,Coconut sorbet 500ml,WA,59008,19,8/5/2022,19,$32.11 ,WA5900844778
CHR1,5073628659,Butterscotch Hokey Pokey 10L,NC,35119,1,8/6/2022,4,$55.24 ,NC3511944779
CHR1,6584919483,Chocolate 10L,NC,35119,2,8/6/2022,2,$21.00 ,NC3511944779
CHR1,6915082529,Caramel pecan 10L,NC,35119,3,8/6/2022,2,$27.62 ,NC3511944779
CHR1,1684231247,Lemon sorbet 25L,NC,35119,4,8/6/2022,2,$49.78 ,NC3511944779
CHR1,6111690817,Vanilla 50L,NC,35119,5,8/6/2022,1,$43.35 ,NC3511944779
CHR1,6664244979,Banana 50L,NC,35119,6,8/6/2022,1,$43.35 ,NC3511944779
CHR1,9820775571,Vanilla 10L,PI,99119,1,8/6/2022,2,$21.00 ,PI9911944779
CHR1,6584919483,Chocolate 10L,PI,99119,2,8/6/2022,2,$21.00 ,PI9911944779
CHR1,9789508450,Banana 5L,PI,99119,3,8/6/2022,1,$6.22 ,PI9911944779
CHR1,8636807198,Almond 5L,PI,99119,4,8/6/2022,1,$6.58 ,PI9911944779
CHR1,9672735913,Pistacchio 5L,PI,99119,5,8/6/2022,1,$6.58 ,PI9911944779
CHR1,3927126463,Hazulnut 5L,PI,99119,6,8/6/2022,1,$6.58 ,PI9911944779
CHR1,3630781384,Caramel pecan 5L,PI,99119,7,8/6/2022,1,$6.95 ,PI9911944779
CHR1,6667180271,Butterscotch Hokey Pokey 5L,PI,99119,8,8/6/2022,1,$6.95 ,PI9911944779
CHR1,2926651089,Cookies and cream 5L,PI,99119,9,8/6/2022,1,$6.95 ,PI9911944779
CHR1,6303937038,Cookie dough 5L,PI,99119,10,8/6/2022,1,$6.95 ,PI9911944779
CHR1,8342643031,Strawberry sorbet 5L,PI,99119,11,8/6/2022,1,$6.48 ,PI9911944779
CHR1,3050041358,Raspberry sorbet 5L,PI,99119,12,8/6/2022,1,$6.48 ,PI9911944779
CHR1,2054446608,Lemon sorbet 10L,PI,99119,13,8/6/2022,1,$10.13 ,PI9911944779
WEL2,2923276094,Vanilla 500ml,NW,22362,1,8/6/2022,96,$184.32 ,NW2236244779
WEL2,1105523870,Vanilla 1L,NW,22362,2,8/6/2022,144,$324.00 ,NW2236244779
WEL2,3798011027,Vanilla 2L,NW,22362,3,8/6/2022,108,$375.84 ,NW2236244779
WEL2,3838135483,Chocolate 500ml,NW,22362,4,8/6/2022,240,$460.80 ,NW2236244779
WEL2,7875868020,Chocolate 1L,NW,22362,5,8/6/2022,96,$216.00 ,NW2236244779
WEL2,4086930842,Chocolate 2L,NW,22362,6,8/6/2022,24,$83.52 ,NW2236244779
WEL2,6146308559,Banana 500ml,NW,22362,7,8/6/2022,144,$276.48 ,NW2236244779
WEL2,8383046664,Banana 1L,NW,22362,8,8/6/2022,48,$108.00 ,NW2236244779
WEL2,7215963159,Banana 2L,NW,22362,9,8/6/2022,12,$41.76 ,NW2236244779
WEL2,2523086324,Pistacchio 500ml,NW,22362,10,8/6/2022,144,$292.32 ,NW2236244779
WEL2,2504955536,Pistacchio 1L,NW,22362,11,8/6/2022,24,$65.52 ,NW2236244779
WEL2,2338792687,Pistacchio 2L,NW,22362,12,8/6/2022,12,$48.60 ,NW2236244779
WEL2,1668431427,Almond 500ml,NW,22362,13,8/6/2022,144,$292.32 ,NW2236244779
WEL2,4579074420,Almond 1L,NW,22362,14,8/6/2022,24,$65.52 ,NW2236244779
WEL2,3615667094,Almond 2L,NW,22362,15,8/6/2022,12,$48.60 ,NW2236244779
WEL2,2938388444,Hazulnut 500ml,NW,22362,16,8/6/2022,144,$292.32 ,NW2236244779
WEL2,9500349027,Hazulnut 1L,NW,22362,17,8/6/2022,24,$65.52 ,NW2236244779
WEL2,5581472778,Hazulnut 2L,NW,22362,18,8/6/2022,12,$48.60 ,NW2236244779
WEL2,8538325357,Lemon sorbet 500ml,NW,22362,19,8/6/2022,240,$405.60 ,NW2236244779
WEL2,1725615692,Lemon sorbet 1L,NW,22362,20,8/6/2022,72,$172.08 ,NW2236244779
WEL2,3204868990,Lemon sorbet 2L,NW,22362,21,8/6/2022,24,$72.96 ,NW2236244779
WEL2,7512592418,Strawberry sorbet 500ml,NW,22362,22,8/6/2022,192,$324.48 ,NW2236244779
WEL2,7807927045,Strawberry sorbet 1L,NW,22362,23,8/6/2022,72,$172.08 ,NW2236244779
WEL2,6914128351,Strawberry sorbet 2L,NW,22362,24,8/6/2022,24,$72.96 ,NW2236244779
WEL2,2473124490,Caramel pecan 120ml,NW,22362,25,8/6/2022,200,$258.00 ,NW2236244779
WEL2,8532174665,Caramel pecan 500ml,NW,22362,26,8/6/2022,96,$203.52 ,NW2236244779
WEL2,5341027352,Caramel pecan 1L,NW,22362,27,8/6/2022,24,$62.88 ,NW2236244779
WEL2,5285571733,Butterscotch Hokey Pokey 120ml,NW,22362,28,8/6/2022,200,$258.00 ,NW2236244779
WEL2,3243814817,Butterscotch Hokey Pokey 500ml,NW,22362,29,8/6/2022,144,$305.28 ,NW2236244779
WEL2,8038536837,Butterscotch Hokey Pokey 1L,NW,22362,30,8/6/2022,48,$125.76 ,NW2236244779
WEL2,9310654418,Cookies and cream 120ml,NW,22362,31,8/6/2022,200,$258.00 ,NW2236244779
WEL2,8780554611,Cookies and cream 500ml,NW,22362,32,8/6/2022,96,$203.52 ,NW2236244779
WEL2,7710933330,Cookie dough 120ml,NW,22362,33,8/6/2022,200,$258.00 ,NW2236244779
WEL2,1298687562,Cookie dough 500ml,NW,22362,34,8/6/2022,192,$407.04 ,NW2236244779
WEL2,7846604624,Raspberry sorbet 500ml,NW,22362,35,8/6/2022,144,$243.36 ,NW2236244779
WEL2,4413194530,Raspberry sorbet 1L,NW,22362,36,8/6/2022,72,$172.08 ,NW2236244779
WEL2,4448990873,Blueberry sorbet 500ml,NW,22362,37,8/6/2022,96,$162.24 ,NW2236244779
WEL2,7895654818,Blueberry sorbet 1L,NW,22362,38,8/6/2022,48,$114.72 ,NW2236244779
WEL2,8979136562,Coconut sorbet 500ml,NW,22362,39,8/6/2022,96,$162.24 ,NW2236244779
WEL2,9160487777,Coconut sorbet 1L,NW,22362,40,8/6/2022,48,$114.72 ,NW2236244779
CHR1,9820775571,Vanilla 10L,KI,62120,1,8/9/2022,2,$21.00 ,KI6212044782
CHR1,5073628659,Butterscotch Hokey Pokey 10L,KI,62120,2,8/9/2022,2,$27.62 ,KI6212044782
CHR1,6564777716,Cookies and cream 10L,KI,62120,3,8/9/2022,2,$27.62 ,KI6212044782
CHR1,9909375745,Cookie dough 10L,KI,62120,4,8/9/2022,2,$27.62 ,KI6212044782
CHR1,6584919483,Chocolate 10L,KI,62120,5,8/9/2022,1,$10.50 ,KI6212044782
CHR1,6915082529,Caramel pecan 10L,KI,62120,6,8/9/2022,1,$13.81 ,KI6212044782
CHR1,9820775571,Vanilla 10L,PI,99120,1,8/9/2022,2,$21.00 ,PI9912044782
CHR1,6584919483,Chocolate 10L,PI,99120,2,8/9/2022,2,$21.00 ,PI9912044782
CHR1,9789508450,Banana 5L,PI,99120,3,8/9/2022,1,$6.22 ,PI9912044782
CHR1,8636807198,Almond 5L,PI,99120,4,8/9/2022,1,$6.58 ,PI9912044782
CHR1,9672735913,Pistacchio 5L,PI,99120,5,8/9/2022,1,$6.58 ,PI9912044782
CHR1,3927126463,Hazulnut 5L,PI,99120,6,8/9/2022,1,$6.58 ,PI9912044782
CHR1,3630781384,Caramel pecan 5L,PI,99120,7,8/9/2022,1,$6.95 ,PI9912044782
CHR1,6667180271,Butterscotch Hokey Pokey 5L,PI,99120,8,8/9/2022,1,$6.95 ,PI9912044782
CHR1,2926651089,Cookies and cream 5L,PI,99120,9,8/9/2022,1,$6.95 ,PI9912044782
CHR1,6303937038,Cookie dough 5L,PI,99120,10,8/9/2022,1,$6.95 ,PI9912044782
CHR1,8342643031,Strawberry sorbet 5L,PI,99120,11,8/9/2022,1,$6.48 ,PI9912044782
CHR1,3050041358,Raspberry sorbet 5L,PI,99120,12,8/9/2022,1,$6.48 ,PI9912044782
CHR1,2054446608,Lemon sorbet 10L,PI,99120,13,8/9/2022,1,$10.13 ,PI9912044782
WEL2,2923276094,Vanilla 500ml,SV,74231,1,8/9/2022,96,$184.32 ,SV7423144782
WEL2,1105523870,Vanilla 1L,SV,74231,2,8/9/2022,38,$85.50 ,SV7423144782
WEL2,3838135483,Chocolate 500ml,SV,74231,3,8/9/2022,87,$167.04 ,SV7423144782
WEL2,7875868020,Chocolate 1L,SV,74231,4,8/9/2022,24,$54.00 ,SV7423144782
WEL2,6146308559,Banana 500ml,SV,74231,5,8/9/2022,29,$55.68 ,SV7423144782
WEL2,8383046664,Banana 1L,SV,74231,6,8/9/2022,10,$22.50 ,SV7423144782
WEL2,2523086324,Pistacchio 500ml,SV,74231,7,8/9/2022,29,$58.87 ,SV7423144782
WEL2,2504955536,Pistacchio 1L,SV,74231,8,8/9/2022,5,$13.65 ,SV7423144782
WEL2,1668431427,Almond 500ml,SV,74231,9,8/9/2022,29,$58.87 ,SV7423144782
WEL2,4579074420,Almond 1L,SV,74231,10,8/9/2022,5,$13.65 ,SV7423144782
WEL2,2938388444,Hazulnut 500ml,SV,74231,11,8/9/2022,29,$58.87 ,SV7423144782
WEL2,9500349027,Hazulnut 1L,SV,74231,12,8/9/2022,5,$13.65 ,SV7423144782
WEL2,8538325357,Lemon sorbet 500ml,SV,74231,13,8/9/2022,77,$130.13 ,SV7423144782
WEL2,1725615692,Lemon sorbet 1L,SV,74231,14,8/9/2022,24,$57.36 ,SV7423144782
WEL2,7512592418,Strawberry sorbet 500ml,SV,74231,15,8/9/2022,48,$81.12 ,SV7423144782
WEL2,7807927045,Strawberry sorbet 1L,SV,74231,16,8/9/2022,14,$33.46 ,SV7423144782
WEL2,2473124490,Caramel pecan 120ml,SV,74231,17,8/9/2022,40,$51.60 ,SV7423144782
WEL2,8532174665,Caramel pecan 500ml,SV,74231,18,8/9/2022,29,$61.48 ,SV7423144782
WEL2,5285571733,Butterscotch Hokey Pokey 120ml,SV,74231,19,8/9/2022,40,$51.60 ,SV7423144782
WEL2,3243814817,Butterscotch Hokey Pokey 500ml,SV,74231,20,8/9/2022,77,$163.24 ,SV7423144782
WEL2,9310654418,Cookies and cream 120ml,SV,74231,21,8/9/2022,40,$51.60 ,SV7423144782
WEL2,8780554611,Cookies and cream 500ml,SV,74231,22,8/9/2022,29,$61.48 ,SV7423144782
WEL2,7710933330,Cookie dough 120ml,SV,74231,23,8/9/2022,40,$51.60 ,SV7423144782
WEL2,1298687562,Cookie dough 500ml,SV,74231,24,8/9/2022,48,$101.76 ,SV7423144782
WEL2,7846604624,Raspberry sorbet 500ml,SV,74231,25,8/9/2022,29,$49.01 ,SV7423144782
WEL2,4448990873,Blueberry sorbet 500ml,SV,74231,26,8/9/2022,19,$32.11 ,SV7423144782
WEL2,8979136562,Coconut sorbet 500ml,SV,74231,27,8/9/2022,19,$32.11 ,SV7423144782
CHR1,9734547755,Strawberry sorbet 10L,FD,46120,1,8/10/2022,4,$40.52 ,FD4612044783
CHR1,6371619495,Coconut sorbet 10L,FD,46120,2,8/10/2022,4,$40.52 ,FD4612044783
CHR1,9399978967,Raspberry sorbet 10L,FD,46120,3,8/10/2022,2,$20.26 ,FD4612044783
CHR1,3991383500,Blueberry sorbet 10L,FD,46120,4,8/10/2022,2,$20.26 ,FD4612044783
CHR1,1684231247,Lemon sorbet 25L,FD,46120,5,8/10/2022,2,$49.78 ,FD4612044783
CHR1,6111690817,Vanilla 50L,FD,46120,6,8/10/2022,1,$43.35 ,FD4612044783
WEL2,2923276094,Vanilla 500ml,CD,12363,1,8/10/2022,77,$147.84 ,CD1236344783
WEL2,1105523870,Vanilla 1L,CD,12363,2,8/10/2022,115,$258.75 ,CD1236344783
WEL2,3798011027,Vanilla 2L,CD,12363,3,8/10/2022,87,$302.76 ,CD1236344783
WEL2,3838135483,Chocolate 500ml,CD,12363,4,8/10/2022,192,$368.64 ,CD1236344783
WEL2,7875868020,Chocolate 1L,CD,12363,5,8/10/2022,77,$173.25 ,CD1236344783
WEL2,4086930842,Chocolate 2L,CD,12363,6,8/10/2022,19,$66.12 ,CD1236344783
WEL2,6146308559,Banana 500ml,CD,12363,7,8/10/2022,115,$220.80 ,CD1236344783
WEL2,8383046664,Banana 1L,CD,12363,8,8/10/2022,38,$85.50 ,CD1236344783
WEL2,7215963159,Banana 2L,CD,12363,9,8/10/2022,10,$34.80 ,CD1236344783
WEL2,2523086324,Pistacchio 500ml,CD,12363,10,8/10/2022,115,$233.45 ,CD1236344783
WEL2,2504955536,Pistacchio 1L,CD,12363,11,8/10/2022,19,$51.87 ,CD1236344783
WEL2,2338792687,Pistacchio 2L,CD,12363,12,8/10/2022,10,$40.50 ,CD1236344783
WEL2,1668431427,Almond 500ml,CD,12363,13,8/10/2022,115,$233.45 ,CD1236344783
WEL2,4579074420,Almond 1L,CD,12363,14,8/10/2022,19,$51.87 ,CD1236344783
WEL2,3615667094,Almond 2L,CD,12363,15,8/10/2022,10,$40.50 ,CD1236344783
WEL2,2938388444,Hazulnut 500ml,CD,12363,16,8/10/2022,115,$233.45 ,CD1236344783
WEL2,9500349027,Hazulnut 1L,CD,12363,17,8/10/2022,19,$51.87 ,CD1236344783
WEL2,5581472778,Hazulnut 2L,CD,12363,18,8/10/2022,10,$40.50 ,CD1236344783
WEL2,8538325357,Lemon sorbet 500ml,CD,12363,19,8/10/2022,192,$324.48 ,CD1236344783
WEL2,1725615692,Lemon sorbet 1L,CD,12363,20,8/10/2022,58,$138.62 ,CD1236344783
WEL2,3204868990,Lemon sorbet 2L,CD,12363,21,8/10/2022,19,$57.76 ,CD1236344783
WEL2,7512592418,Strawberry sorbet 500ml,CD,12363,22,8/10/2022,154,$260.26 ,CD1236344783
WEL2,7807927045,Strawberry sorbet 1L,CD,12363,23,8/10/2022,58,$138.62 ,CD1236344783
WEL2,6914128351,Strawberry sorbet 2L,CD,12363,24,8/10/2022,19,$57.76 ,CD1236344783
WEL2,2473124490,Caramel pecan 120ml,CD,12363,25,8/10/2022,160,$206.40 ,CD1236344783
WEL2,8532174665,Caramel pecan 500ml,CD,12363,26,8/10/2022,77,$163.24 ,CD1236344783
WEL2,5341027352,Caramel pecan 1L,CD,12363,27,8/10/2022,19,$49.78 ,CD1236344783
WEL2,5285571733,Butterscotch Hokey Pokey 120ml,CD,12363,28,8/10/2022,160,$206.40 ,CD1236344783
WEL2,3243814817,Butterscotch Hokey Pokey 500ml,CD,12363,29,8/10/2022,115,$243.80 ,CD1236344783
WEL2,8038536837,Butterscotch Hokey Pokey 1L,CD,12363,30,8/10/2022,38,$99.56 ,CD1236344783
WEL2,9310654418,Cookies and cream 120ml,CD,12363,31,8/10/2022,160,$206.40 ,CD1236344783
WEL2,8780554611,Cookies and cream 500ml,CD,12363,32,8/10/2022,77,$163.24 ,CD1236344783
WEL2,7710933330,Cookie dough 120ml,CD,12363,33,8/10/2022,160,$206.40 ,CD1236344783
WEL2,1298687562,Cookie dough 500ml,CD,12363,34,8/10/2022,154,$326.48 ,CD1236344783
WEL2,7846604624,Raspberry sorbet 500ml,CD,12363,35,8/10/2022,115,$194.35 ,CD1236344783
WEL2,4413194530,Raspberry sorbet 1L,CD,12363,36,8/10/2022,58,$138.62 ,CD1236344783
WEL2,4448990873,Blueberry sorbet 500ml,CD,12363,37,8/10/2022,77,$130.13 ,CD1236344783
WEL2,7895654818,Blueberry sorbet 1L,CD,12363,38,8/10/2022,38,$90.82 ,CD1236344783
WEL2,8979136562,Coconut sorbet 500ml,CD,12363,39,8/10/2022,77,$130.13 ,CD1236344783
WEL2,9160487777,Coconut sorbet 1L,CD,12363,40,8/10/2022,38,$90.82 ,CD1236344783
CHR1,5073628659,Butterscotch Hokey Pokey 10L,NC,35120,1,8/11/2022,4,$55.24 ,NC3512044784
CHR1,6584919483,Chocolate 10L,NC,35120,2,8/11/2022,2,$21.00 ,NC3512044784
CHR1,6915082529,Caramel pecan 10L,NC,35120,3,8/11/2022,2,$27.62 ,NC3512044784
CHR1,1684231247,Lemon sorbet 25L,NC,35120,4,8/11/2022,2,$49.78 ,NC3512044784
CHR1,6111690817,Vanilla 50L,NC,35120,5,8/11/2022,1,$43.35 ,NC3512044784
CHR1,6664244979,Banana 50L,NC,35120,6,8/11/2022,1,$43.35 ,NC3512044784
WEL2,2923276094,Vanilla 500ml,NW,22363,1,8/11/2022,96,$184.32 ,NW2236344784
WEL2,1105523870,Vanilla 1L,NW,22363,2,8/11/2022,144,$324.00 ,NW2236344784
WEL2,3798011027,Vanilla 2L,NW,22363,3,8/11/2022,108,$375.84 ,NW2236344784
WEL2,3838135483,Chocolate 500ml,NW,22363,4,8/11/2022,240,$460.80 ,NW2236344784
WEL2,7875868020,Chocolate 1L,NW,22363,5,8/11/2022,96,$216.00 ,NW2236344784
WEL2,4086930842,Chocolate 2L,NW,22363,6,8/11/2022,24,$83.52 ,NW2236344784
WEL2,6146308559,Banana 500ml,NW,22363,7,8/11/2022,144,$276.48 ,NW2236344784
WEL2,8383046664,Banana 1L,NW,22363,8,8/11/2022,48,$108.00 ,NW2236344784
WEL2,7215963159,Banana 2L,NW,22363,9,8/11/2022,12,$41.76 ,NW2236344784
WEL2,2523086324,Pistacchio 500ml,NW,22363,10,8/11/2022,144,$292.32 ,NW2236344784
WEL2,2504955536,Pistacchio 1L,NW,22363,11,8/11/2022,24,$65.52 ,NW2236344784
WEL2,2338792687,Pistacchio 2L,NW,22363,12,8/11/2022,12,$48.60 ,NW2236344784
WEL2,1668431427,Almond 500ml,NW,22363,13,8/11/2022,144,$292.32 ,NW2236344784
WEL2,4579074420,Almond 1L,NW,22363,14,8/11/2022,24,$65.52 ,NW2236344784
WEL2,3615667094,Almond 2L,NW,22363,15,8/11/2022,12,$48.60 ,NW2236344784
WEL2,2938388444,Hazulnut 500ml,NW,22363,16,8/11/2022,144,$292.32 ,NW2236344784
WEL2,9500349027,Hazulnut 1L,NW,22363,17,8/11/2022,24,$65.52 ,NW2236344784
WEL2,5581472778,Hazulnut 2L,NW,22363,18,8/11/2022,12,$48.60 ,NW2236344784
WEL2,8538325357,Lemon sorbet 500ml,NW,22363,19,8/11/2022,240,$405.60 ,NW2236344784
WEL2,1725615692,Lemon sorbet 1L,NW,22363,20,8/11/2022,72,$172.08 ,NW2236344784
WEL2,3204868990,Lemon sorbet 2L,NW,22363,21,8/11/2022,24,$72.96 ,NW2236344784
WEL2,7512592418,Strawberry sorbet 500ml,NW,22363,22,8/11/2022,192,$324.48 ,NW2236344784
WEL2,7807927045,Strawberry sorbet 1L,NW,22363,23,8/11/2022,72,$172.08 ,NW2236344784
WEL2,6914128351,Strawberry sorbet 2L,NW,22363,24,8/11/2022,24,$72.96 ,NW2236344784
WEL2,2473124490,Caramel pecan 120ml,NW,22363,25,8/11/2022,200,$258.00 ,NW2236344784
WEL2,8532174665,Caramel pecan 500ml,NW,22363,26,8/11/2022,96,$203.52 ,NW2236344784
WEL2,5341027352,Caramel pecan 1L,NW,22363,27,8/11/2022,24,$62.88 ,NW2236344784
WEL2,5285571733,Butterscotch Hokey Pokey 120ml,NW,22363,28,8/11/2022,200,$258.00 ,NW2236344784
WEL2,3243814817,Butterscotch Hokey Pokey 500ml,NW,22363,29,8/11/2022,144,$305.28 ,NW2236344784
WEL2,8038536837,Butterscotch Hokey Pokey 1L,NW,22363,30,8/11/2022,48,$125.76 ,NW2236344784
WEL2,9310654418,Cookies and cream 120ml,NW,22363,31,8/11/2022,200,$258.00 ,NW2236344784
WEL2,8780554611,Cookies and cream 500ml,NW,22363,32,8/11/2022,96,$203.52 ,NW2236344784
WEL2,7710933330,Cookie dough 120ml,NW,22363,33,8/11/2022,200,$258.00 ,NW2236344784
WEL2,1298687562,Cookie dough 500ml,NW,22363,34,8/11/2022,192,$407.04 ,NW2236344784
WEL2,7846604624,Raspberry sorbet 500ml,NW,22363,35,8/11/2022,144,$243.36 ,NW2236344784
WEL2,4413194530,Raspberry sorbet 1L,NW,22363,36,8/11/2022,72,$172.08 ,NW2236344784
WEL2,4448990873,Blueberry sorbet 500ml,NW,22363,37,8/11/2022,96,$162.24 ,NW2236344784
WEL2,7895654818,Blueberry sorbet 1L,NW,22363,38,8/11/2022,48,$114.72 ,NW2236344784
WEL2,8979136562,Coconut sorbet 500ml,NW,22363,39,8/11/2022,96,$162.24 ,NW2236344784
WEL2,9160487777,Coconut sorbet 1L,NW,22363,40,8/11/2022,48,$114.72 ,NW2236344784
WEL2,2923276094,Vanilla 500ml,PS,56743,1,8/11/2022,88,$168.96 ,PS5674344784
WEL2,1105523870,Vanilla 1L,PS,56743,2,8/11/2022,133,$299.25 ,PS5674344784
WEL2,3798011027,Vanilla 2L,PS,56743,3,8/11/2022,100,$348.00 ,PS5674344784
WEL2,3838135483,Chocolate 500ml,PS,56743,4,8/11/2022,221,$424.32 ,PS5674344784
WEL2,7875868020,Chocolate 1L,PS,56743,5,8/11/2022,88,$198.00 ,PS5674344784
WEL2,4086930842,Chocolate 2L,PS,56743,6,8/11/2022,22,$76.56 ,PS5674344784
WEL2,6146308559,Banana 500ml,PS,56743,7,8/11/2022,133,$255.36 ,PS5674344784
WEL2,8383046664,Banana 1L,PS,56743,8,8/11/2022,44,$99.00 ,PS5674344784
WEL2,7215963159,Banana 2L,PS,56743,9,8/11/2022,11,$38.28 ,PS5674344784
WEL2,2523086324,Pistacchio 500ml,PS,56743,10,8/11/2022,133,$269.99 ,PS5674344784
WEL2,2504955536,Pistacchio 1L,PS,56743,11,8/11/2022,22,$60.06 ,PS5674344784
WEL2,2338792687,Pistacchio 2L,PS,56743,12,8/11/2022,11,$44.55 ,PS5674344784
WEL2,1668431427,Almond 500ml,PS,56743,13,8/11/2022,133,$269.99 ,PS5674344784
WEL2,4579074420,Almond 1L,PS,56743,14,8/11/2022,22,$60.06 ,PS5674344784
WEL2,3615667094,Almond 2L,PS,56743,15,8/11/2022,11,$44.55 ,PS5674344784
WEL2,2938388444,Hazulnut 500ml,PS,56743,16,8/11/2022,133,$269.99 ,PS5674344784
WEL2,9500349027,Hazulnut 1L,PS,56743,17,8/11/2022,22,$60.06 ,PS5674344784
WEL2,5581472778,Hazulnut 2L,PS,56743,18,8/11/2022,11,$44.55 ,PS5674344784
WEL2,8538325357,Lemon sorbet 500ml,PS,56743,19,8/11/2022,221,$373.49 ,PS5674344784
WEL2,1725615692,Lemon sorbet 1L,PS,56743,20,8/11/2022,66,$157.74 ,PS5674344784
WEL2,3204868990,Lemon sorbet 2L,PS,56743,21,8/11/2022,22,$66.88 ,PS5674344784
WEL2,7512592418,Strawberry sorbet 500ml,PS,56743,22,8/11/2022,177,$299.13 ,PS5674344784
WEL2,7807927045,Strawberry sorbet 1L,PS,56743,23,8/11/2022,66,$157.74 ,PS5674344784
WEL2,6914128351,Strawberry sorbet 2L,PS,56743,24,8/11/2022,22,$66.88 ,PS5674344784
WEL2,2473124490,Caramel pecan 120ml,PS,56743,25,8/11/2022,184,$237.36 ,PS5674344784
WEL2,8532174665,Caramel pecan 500ml,PS,56743,26,8/11/2022,88,$186.56 ,PS5674344784
WEL2,5341027352,Caramel pecan 1L,PS,56743,27,8/11/2022,22,$57.64 ,PS5674344784
WEL2,5285571733,Butterscotch Hokey Pokey 120ml,PS,56743,28,8/11/2022,184,$237.36 ,PS5674344784
WEL2,3243814817,Butterscotch Hokey Pokey 500ml,PS,56743,29,8/11/2022,133,$281.96 ,PS5674344784
WEL2,8038536837,Butterscotch Hokey Pokey 1L,PS,56743,30,8/11/2022,44,$115.28 ,PS5674344784
WEL2,9310654418,Cookies and cream 120ml,PS,56743,31,8/11/2022,184,$237.36 ,PS5674344784
WEL2,8780554611,Cookies and cream 500ml,PS,56743,32,8/11/2022,88,$186.56 ,PS5674344784
WEL2,7710933330,Cookie dough 120ml,PS,56743,33,8/11/2022,184,$237.36 ,PS5674344784
WEL2,1298687562,Cookie dough 500ml,PS,56743,34,8/11/2022,177,$375.24 ,PS5674344784
WEL2,7846604624,Raspberry sorbet 500ml,PS,56743,35,8/11/2022,133,$224.77 ,PS5674344784
WEL2,4413194530,Raspberry sorbet 1L,PS,56743,36,8/11/2022,66,$157.74 ,PS5674344784
WEL2,4448990873,Blueberry sorbet 500ml,PS,56743,37,8/11/2022,88,$148.72 ,PS5674344784
WEL2,7895654818,Blueberry sorbet 1L,PS,56743,38,8/11/2022,44,$105.16 ,PS5674344784
WEL2,8979136562,Coconut sorbet 500ml,PS,56743,39,8/11/2022,88,$148.72 ,PS5674344784
WEL2,9160487777,Coconut sorbet 1L,PS,56743,40,8/11/2022,44,$105.16 ,PS5674344784
WEL2,2473124490,Caramel pecan 120ml,FS,88453,1,8/11/2022,192,$247.68 ,FS8845344784
WEL2,5285571733,Butterscotch Hokey Pokey 120ml,FS,88453,2,8/11/2022,240,$309.60 ,FS8845344784
WEL2,9310654418,Cookies and cream 120ml,FS,88453,3,8/11/2022,192,$247.68 ,FS8845344784
WEL2,7710933330,Cookie dough 120ml,FS,88453,4,8/11/2022,192,$247.68 ,FS8845344784
WEL2,9324908946,Vanilla 120ml,FS,88453,5,8/11/2022,481,$336.70 ,FS8845344784
WEL2,2990398449,Chocolate 120ml,FS,88453,6,8/11/2022,361,$252.70 ,FS8845344784
WEL2,4901368589,Banana 120ml,FS,88453,7,8/11/2022,120,$84.00 ,FS8845344784
WEL2,6323070235,Almond 120ml,FS,88453,8,8/11/2022,120,$150.00 ,FS8845344784
WEL2,2282638198,Pistacchio 120ml,FS,88453,9,8/11/2022,120,$150.00 ,FS8845344784
WEL2,3003170994,Hazulnut 120ml,FS,88453,10,8/11/2022,120,$150.00 ,FS8845344784
WEL2,1601975155,Strawberry sorbet 120ml,FS,88453,11,8/11/2022,48,$29.28 ,FS8845344784
WEL2,3778262667,Raspberry sorbet 120ml,FS,88453,12,8/11/2022,48,$29.28 ,FS8845344784
WEL2,9443110327,Blueberry sorbet 120ml,FS,88453,13,8/11/2022,24,$14.64 ,FS8845344784
WEL2,4972643245,Lemon sorbet 120ml,FS,88453,14,8/11/2022,120,$73.20 ,FS8845344784
WEL2,8773488406,Coconut sorbet 120ml,FS,88453,15,8/11/2022,24,$14.64 ,FS8845344784
CHR1,2923276094,Vanilla 500ml,WA,59009,1,8/11/2022,115,$220.80 ,WA5900944784
CHR1,1105523870,Vanilla 1L,WA,59009,2,8/11/2022,38,$85.50 ,WA5900944784
CHR1,3838135483,Chocolate 500ml,WA,59009,3,8/11/2022,87,$167.04 ,WA5900944784
CHR1,7875868020,Chocolate 1L,WA,59009,4,8/11/2022,29,$65.25 ,WA5900944784
CHR1,6146308559,Banana 500ml,WA,59009,5,8/11/2022,38,$72.96 ,WA5900944784
CHR1,2523086324,Pistacchio 500ml,WA,59009,6,8/11/2022,38,$77.14 ,WA5900944784
CHR1,1668431427,Almond 500ml,WA,59009,7,8/11/2022,29,$58.87 ,WA5900944784
CHR1,2938388444,Hazulnut 500ml,WA,59009,8,8/11/2022,29,$58.87 ,WA5900944784
CHR1,8538325357,Lemon sorbet 500ml,WA,59009,9,8/11/2022,77,$130.13 ,WA5900944784
CHR1,1725615692,Lemon sorbet 1L,WA,59009,10,8/11/2022,24,$57.36 ,WA5900944784
CHR1,7512592418,Strawberry sorbet 500ml,WA,59009,11,8/11/2022,48,$81.12 ,WA5900944784
